Entity,Code,Year,Renewables per capita (kWh)
Colombia,COL,2017,3.040812
Colombia,COL,2018,2.9522890000000004
Colombia,COL,2019,2.653083
Croatia,HRV,1990,2.213035
Croatia,HRV,1991,3.431959
Croatia,HRV,1992,2.555933
Croatia,HRV,1993,2.7015059999999997
Croatia,HRV,1994,3.244719
Croatia,HRV,1995,3.422138
Croatia,HRV,1996,4.78021
Croatia,HRV,1997,3.5886810000000002
Croatia,HRV,1998,3.7269989999999997
Croatia,HRV,1999,4.5687500000000005
Croatia,HRV,2000,4.048734
Croatia,HRV,2001,4.495851
Croatia,HRV,2002,3.6494720000000003
Croatia,HRV,2003,3.387916
Croatia,HRV,2004,4.713183
Croatia,HRV,2005,4.337716
Croatia,HRV,2006,4.064780000000001
Croatia,HRV,2007,2.887654
Croatia,HRV,2008,3.542716
Croatia,HRV,2009,4.525341
Croatia,HRV,2010,5.601505
Croatia,HRV,2011,3.1779050000000004
Croatia,HRV,2012,3.154946
Croatia,HRV,2013,5.552258
Croatia,HRV,2014,5.941916
Croatia,HRV,2015,4.488194000000001
Croatia,HRV,2016,4.997326
Croatia,HRV,2017,4.252753
Croatia,HRV,2018,5.849439
Croatia,HRV,2019,4.92561
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0.002024
Cyprus,CYP,2005,0.0024100000000000002
Cyprus,CYP,2006,0.003864
Cyprus,CYP,2007,0.00871
Cyprus,CYP,2008,0.037464
Cyprus,CYP,2009,0.074919
Cyprus,CYP,2010,0.171013
Cyprus,CYP,2011,0.410027
Cyprus,CYP,2012,0.583234
Cyprus,CYP,2013,0.731818
Cyprus,CYP,2014,0.702502
Cyprus,CYP,2015,0.8710410000000001
Cyprus,CYP,2016,0.9127609999999999
Cyprus,CYP,2017,0.922077
Cyprus,CYP,2018,0.969487
Cyprus,CYP,2019,1.060953
Czechia,CZE,1965,0.631887
Czechia,CZE,1966,0.594994
Czechia,CZE,1967,0.536463
Czechia,CZE,1968,0.415546
Czechia,CZE,1969,0.33929899999999996
Czechia,CZE,1970,0.48389299999999996
Czechia,CZE,1971,0.34076999999999996
Czechia,CZE,1972,0.354981
Czechia,CZE,1973,0.301908
Czechia,CZE,1974,0.5049250000000001
Czechia,CZE,1975,0.500387
Czechia,CZE,1976,0.39631700000000003
Czechia,CZE,1977,0.5356230000000001
Czechia,CZE,1978,0.49530700000000005
Czechia,CZE,1979,0.6175539999999999
Czechia,CZE,1980,0.6439170000000001
Czechia,CZE,1981,0.5522870000000001
Czechia,CZE,1982,0.447554
Czechia,CZE,1983,0.444005
Czechia,CZE,1984,0.34866600000000003
Czechia,CZE,1985,0.449295
Czechia,CZE,1986,0.504611
Czechia,CZE,1987,0.6630410000000001
Czechia,CZE,1988,0.564375
Czechia,CZE,1989,0.44155300000000003
Czechia,CZE,1990,0.311866
Czechia,CZE,1991,0.29238400000000003
Czechia,CZE,1992,0.376166
Czechia,CZE,1993,0.426361
Czechia,CZE,1994,0.47426799999999997
Czechia,CZE,1995,0.645503
Czechia,CZE,1996,0.606817
Czechia,CZE,1997,0.58925
Czechia,CZE,1998,0.533599
Czechia,CZE,1999,0.63717
Czechia,CZE,2000,0.614195
Czechia,CZE,2001,0.690057
Czechia,CZE,2002,0.799045
Czechia,CZE,2003,0.4994
Czechia,CZE,2004,0.690019
Czechia,CZE,2005,0.799665
Czechia,CZE,2006,0.9116580000000001
Czechia,CZE,2007,0.870247
Czechia,CZE,2008,0.946629
Czechia,CZE,2009,1.167778
Czechia,CZE,2010,1.45669
Czechia,CZE,2011,1.803561
Czechia,CZE,2012,1.992086
Czechia,CZE,2013,2.273281
Czechia,CZE,2014,2.203381
Czechia,CZE,2015,2.248625
Czechia,CZE,2016,2.224939
Czechia,CZE,2017,2.259769
Czechia,CZE,2018,2.191542
Czechia,CZE,2019,2.296635
Denmark,DNK,1965,0.014589000000000001
Denmark,DNK,1966,0.015059
Denmark,DNK,1967,0.014372
Denmark,DNK,1968,0.011988
Denmark,DNK,1969,0.012474
Denmark,DNK,1970,0.013519999999999999
Denmark,DNK,1971,0.013435
Denmark,DNK,1972,0.013356999999999999
Denmark,DNK,1973,0.013288000000000001
Denmark,DNK,1974,0.013225
Denmark,DNK,1975,0.011522000000000001
Denmark,DNK,1976,0.010387
Denmark,DNK,1977,0.01417
Denmark,DNK,1978,0.016308
Denmark,DNK,1979,0.018992000000000002
Denmark,DNK,1980,0.024178
Denmark,DNK,1981,0.024932
Denmark,DNK,1982,0.02646
Denmark,DNK,1983,0.050781
Denmark,DNK,1984,0.052341000000000006
Denmark,DNK,1985,0.063605
Denmark,DNK,1986,0.111437
Denmark,DNK,1987,0.143422
Denmark,DNK,1988,0.21937
Denmark,DNK,1989,0.312595
Denmark,DNK,1990,0.458353
Denmark,DNK,1991,0.6037830000000001
Denmark,DNK,1992,0.7863390000000001
Denmark,DNK,1993,0.9576950000000001
Denmark,DNK,1994,0.929125
Denmark,DNK,1995,0.9843740000000001
Denmark,DNK,1996,1.098713
Denmark,DNK,1997,1.541719
Denmark,DNK,1998,2.0575259999999997
Denmark,DNK,1999,2.285739
Denmark,DNK,2000,2.898027
Denmark,DNK,2001,3.0112910000000004
Denmark,DNK,2002,3.46462
Denmark,DNK,2003,4.084698
Denmark,DNK,2004,4.770811
Denmark,DNK,2005,4.8682240000000006
Denmark,DNK,2006,4.518852
Denmark,DNK,2007,5.005097
Denmark,DNK,2008,4.847771
Denmark,DNK,2009,4.777585
Denmark,DNK,2010,5.834372999999999
Denmark,DNK,2011,6.582503
Denmark,DNK,2012,6.811133
Denmark,DNK,2013,7.2510270000000006
Denmark,DNK,2014,8.083590000000001
Denmark,DNK,2015,8.429234000000001
Denmark,DNK,2016,8.127734
Denmark,DNK,2017,9.5591
Denmark,DNK,2018,9.036414
Denmark,DNK,2019,10.115041
Ecuador,ECU,1965,0.131897
Ecuador,ECU,1966,0.146632
Ecuador,ECU,1967,0.15687500000000001
Ecuador,ECU,1968,0.15914599999999998
Ecuador,ECU,1969,0.17152
Ecuador,ECU,1970,0.185368
Ecuador,ECU,1971,0.19565000000000002
Ecuador,ECU,1972,0.192271
Ecuador,ECU,1973,0.182666
Ecuador,ECU,1974,0.20415799999999998
Ecuador,ECU,1975,0.24942
Ecuador,ECU,1976,0.2338
Ecuador,ECU,1977,0.20991300000000002
Ecuador,ECU,1978,0.289795
Ecuador,ECU,1979,0.253012
Ecuador,ECU,1980,0.303195
Ecuador,ECU,1981,0.263953
Ecuador,ECU,1982,0.295649
Ecuador,ECU,1983,0.5542680000000001
Ecuador,ECU,1984,1.0155560000000001
Ecuador,ECU,1985,1.00467
Ecuador,ECU,1986,1.19936
Ecuador,ECU,1987,1.333171
Ecuador,ECU,1988,1.374084
Ecuador,ECU,1989,1.377214
Ecuador,ECU,1990,1.353917
Ecuador,ECU,1991,1.3464280000000002
Ecuador,ECU,1992,1.289242
Ecuador,ECU,1993,1.472428
Ecuador,ECU,1994,1.627132
Ecuador,ECU,1995,1.2514079999999999
Ecuador,ECU,1996,1.505649
Ecuador,ECU,1997,1.5187439999999999
Ecuador,ECU,1998,1.481595
Ecuador,ECU,1999,1.602264
Ecuador,ECU,2000,1.667244
Ecuador,ECU,2001,1.510893
Ecuador,ECU,2002,1.5697360000000002
Ecuador,ECU,2003,1.46313
Ecuador,ECU,2004,1.476339
Ecuador,ECU,2005,1.3590440000000001
Ecuador,ECU,2006,1.383167
Ecuador,ECU,2007,1.7199380000000002
Ecuador,ECU,2008,2.0892060000000003
Ecuador,ECU,2009,1.677199
Ecuador,ECU,2010,1.541629
Ecuador,ECU,2011,1.940487
Ecuador,ECU,2012,2.0868409999999997
Ecuador,ECU,2013,1.857383
Ecuador,ECU,2014,1.9070239999999998
Ecuador,ECU,2015,2.128248
Ecuador,ECU,2016,2.507986
Ecuador,ECU,2017,3.072737
Ecuador,ECU,2018,3.087714
Ecuador,ECU,2019,3.615981
Egypt,EGY,1965,0.15812600000000002
Egypt,EGY,1966,0.162304
Egypt,EGY,1967,0.170411
Egypt,EGY,1968,0.25349700000000003
Egypt,EGY,1969,0.328912
Egypt,EGY,1970,0.377382
Egypt,EGY,1971,0.397013
Egypt,EGY,1972,0.397156
Egypt,EGY,1973,0.387944
Egypt,EGY,1974,0.45057200000000003
Egypt,EGY,1975,0.489465
Egypt,EGY,1976,0.563936
Egypt,EGY,1977,0.6224810000000001
Egypt,EGY,1978,0.668293
Egypt,EGY,1979,0.631421
Egypt,EGY,1980,0.628702
Egypt,EGY,1981,0.638967
Egypt,EGY,1982,0.639968
Egypt,EGY,1983,0.583489
Egypt,EGY,1984,0.557645
Egypt,EGY,1985,0.5158680000000001
Egypt,EGY,1986,0.492515
Egypt,EGY,1987,0.47921400000000003
Egypt,EGY,1988,0.459279
Egypt,EGY,1989,0.48098700000000005
Egypt,EGY,1990,0.492522
Egypt,EGY,1991,0.47966000000000003
Egypt,EGY,1992,0.464013
Egypt,EGY,1993,0.468174
Egypt,EGY,1994,0.487757
Egypt,EGY,1995,0.49874700000000005
Egypt,EGY,1996,0.501557
Egypt,EGY,1997,0.503872
Egypt,EGY,1998,0.5079100000000001
Egypt,EGY,1999,0.55347
Egypt,EGY,2000,0.575423
Egypt,EGY,2001,0.5740879999999999
Egypt,EGY,2002,0.5449740000000001
Egypt,EGY,2003,0.494774
Egypt,EGY,2004,0.486736
Egypt,EGY,2005,0.46853500000000003
Egypt,EGY,2006,0.465598
Egypt,EGY,2007,0.505267
Egypt,EGY,2008,0.531269
Egypt,EGY,2009,0.478935
Egypt,EGY,2010,0.453317
Egypt,EGY,2011,0.45156900000000005
Egypt,EGY,2012,0.44313
Egypt,EGY,2013,0.42972899999999997
Egypt,EGY,2014,0.415254
Egypt,EGY,2015,0.42745299999999997
Egypt,EGY,2016,0.429562
Egypt,EGY,2017,0.41043
Egypt,EGY,2018,0.42689499999999997
Egypt,EGY,2019,0.489865
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.011631
Estonia,EST,1996,0.009795
Estonia,EST,1997,0.01576
Estonia,EST,1998,0.023708
Estonia,EST,1999,0.031656
Estonia,EST,2000,0.03574
Estonia,EST,2001,0.035686
Estonia,EST,2002,0.068201
Estonia,EST,2003,0.08948900000000001
Estonia,EST,2004,0.120267
Estonia,EST,2005,0.216023
Estonia,EST,2006,0.254218
Estonia,EST,2007,0.29448
Estonia,EST,2008,0.392023
Estonia,EST,2009,1.06254
Estonia,EST,2010,2.04772
Estonia,EST,2011,2.304999
Estonia,EST,2012,2.8761680000000003
Estonia,EST,2013,2.374679
Estonia,EST,2014,2.656687
Estonia,EST,2015,2.937604
Estonia,EST,2016,2.91025
Estonia,EST,2017,4.6352910000000005
Estonia,EST,2018,3.596541
Estonia,EST,2019,3.648012
Europe,,1965,1.33556
Europe,,1966,1.4270550000000002
Europe,,1967,1.418115
Europe,,1968,1.461331
Europe,,1969,1.431459
Europe,,1970,1.49349
Europe,,1971,1.499265
Europe,,1972,1.549141
Europe,,1973,1.56477
Europe,,1974,1.680922
Europe,,1975,1.707273
Europe,,1976,1.57287
Europe,,1977,1.8891310000000001
Europe,,1978,1.878986
Europe,,1979,1.9668910000000002
Europe,,1980,1.90448
Europe,,1981,1.919083
Europe,,1982,1.891353
Europe,,1983,1.9398710000000001
Europe,,1984,1.95382
Europe,,1985,2.0178789999999998
Europe,,1986,1.952075
Europe,,1987,2.1129810000000004
Europe,,1988,2.255711
Europe,,1989,1.963138
Europe,,1990,2.012374
Europe,,1991,2.0509910000000002
Europe,,1992,2.116779
Europe,,1993,2.2044040000000003
Europe,,1994,2.235862
Europe,,1995,2.277923
Europe,,1996,2.2196309999999997
Europe,,1997,2.3259250000000002
Europe,,1998,2.4594340000000003
Europe,,1999,2.497419
Europe,,2000,2.624248
Europe,,2001,2.6140250000000003
Europe,,2002,2.475616
Europe,,2003,2.391322
Europe,,2004,2.626942
Europe,,2005,2.716049
Europe,,2006,2.773069
Europe,,2007,2.9119580000000003
Europe,,2008,3.1409510000000003
Europe,,2009,3.2433739999999998
Europe,,2010,3.6163600000000002
Europe,,2011,3.55074
Europe,,2012,3.97845
Europe,,2013,4.2530969999999995
Europe,,2014,4.313977
Europe,,2015,4.521387
Europe,,2016,4.588760000000001
Europe,,2017,4.614205
Europe,,2018,4.938552
Europe,,2019,5.138662999999999
Finland,FIN,1965,5.686597
Finland,FIN,1966,6.294608
Finland,FIN,1967,7.039359
Finland,FIN,1968,6.342148
Finland,FIN,1969,5.279928
Finland,FIN,1970,5.736394000000001
Finland,FIN,1971,6.409362
Finland,FIN,1972,6.199268
Finland,FIN,1973,6.286278
Finland,FIN,1974,7.509305
Finland,FIN,1975,7.1867280000000004
Finland,FIN,1976,5.563668
Finland,FIN,1977,7.128378
Finland,FIN,1978,5.720773
Finland,FIN,1979,6.329162
Finland,FIN,1980,5.9275389999999994
Finland,FIN,1981,7.885514000000001
Finland,FIN,1982,7.519763
Finland,FIN,1983,7.759049
Finland,FIN,1984,7.528349
Finland,FIN,1985,6.976602
Finland,FIN,1986,6.981017
Finland,FIN,1987,7.748108
Finland,FIN,1988,7.482047
Finland,FIN,1989,7.272517
Finland,FIN,1990,8.905524
Finland,FIN,1991,10.07178
Finland,FIN,1992,11.045643
Finland,FIN,1993,10.644964
Finland,FIN,1994,9.947471
Finland,FIN,1995,10.601401
Finland,FIN,1996,9.583487
Finland,FIN,1997,10.687789
Finland,FIN,1998,13.062214
Finland,FIN,1999,11.316574000000001
Finland,FIN,2000,12.456916
Finland,FIN,2001,11.374749
Finland,FIN,2002,10.377912
Finland,FIN,2003,9.878907
Finland,FIN,2004,13.183383000000001
Finland,FIN,2005,11.873512000000002
Finland,FIN,2006,11.31737
Finland,FIN,2007,12.162224
Finland,FIN,2008,13.934064000000001
Finland,FIN,2009,10.948818
Finland,FIN,2010,12.012582
Finland,FIN,2011,11.98277
Finland,FIN,2012,13.931536
Finland,FIN,2013,12.457602999999999
Finland,FIN,2014,13.140352000000002
Finland,FIN,2015,14.962848000000001
Finland,FIN,2016,14.202043
Finland,FIN,2017,14.733635000000001
Finland,FIN,2018,14.768669000000001
Finland,FIN,2019,14.412235
France,FRA,1965,2.671454
France,FRA,1966,2.967663
France,FRA,1967,2.572551
France,FRA,1968,2.851277
France,FRA,1969,2.977462
France,FRA,1970,3.1765610000000004
France,FRA,1971,2.728132
France,FRA,1972,2.711728
France,FRA,1973,2.631695
France,FRA,1974,3.066946
France,FRA,1975,3.243554
France,FRA,1976,2.616707
France,FRA,1977,4.056207
France,FRA,1978,3.628185
France,FRA,1979,3.516603
France,FRA,1980,3.6611010000000004
France,FRA,1981,3.782028
France,FRA,1982,3.682301
France,FRA,1983,3.6072640000000002
France,FRA,1984,3.401784
France,FRA,1985,3.222712
France,FRA,1986,3.234299
France,FRA,1987,3.623489
France,FRA,1988,3.904439
France,FRA,1989,2.397573
France,FRA,1990,2.734264
France,FRA,1991,2.913974
France,FRA,1992,3.456941
France,FRA,1993,3.244492
France,FRA,1994,3.92436
France,FRA,1995,3.6564560000000004
France,FRA,1996,3.324221
France,FRA,1997,3.229694
France,FRA,1998,3.129187
France,FRA,1999,3.620868
France,FRA,2000,3.329194
France,FRA,2001,3.675663
France,FRA,2002,3.0093170000000002
France,FRA,2003,2.910826
France,FRA,2004,2.916229
France,FRA,2005,2.587616
France,FRA,2006,2.840119
France,FRA,2007,3.092219
France,FRA,2008,3.556371
France,FRA,2009,3.3721039999999998
France,FRA,2010,3.681379
France,FRA,2011,3.070873
France,FRA,2012,3.83187
France,FRA,2013,4.356782
France,FRA,2014,4.149449
France,FRA,2015,4.02145
France,FRA,2016,4.295035
France,FRA,2017,4.013051
France,FRA,2018,4.7488220000000005
France,FRA,2019,4.843653000000001
Germany,DEU,1965,0.590547
Germany,DEU,1966,0.6340220000000001
Germany,DEU,1967,0.5979610000000001
Germany,DEU,1968,0.6029990000000001
Germany,DEU,1969,0.486743
Germany,DEU,1970,0.6523490000000001
Germany,DEU,1971,0.509661
Germany,DEU,1972,0.500785
Germany,DEU,1973,0.5730170000000001
Germany,DEU,1974,0.658781
Germany,DEU,1975,0.640543
Germany,DEU,1976,0.533276
Germany,DEU,1977,0.664686
Germany,DEU,1978,0.695725
Germany,DEU,1979,0.702148
Germany,DEU,1980,0.7464160000000001
Germany,DEU,1981,0.7723970000000001
Germany,DEU,1982,0.767709
Germany,DEU,1983,0.7233680000000001
Germany,DEU,1984,0.719534
Germany,DEU,1985,0.680919
Germany,DEU,1986,0.7200449999999999
Germany,DEU,1987,0.7758680000000001
Germany,DEU,1988,0.77065
Germany,DEU,1989,0.7069460000000001
Germany,DEU,1990,0.662066
Germany,DEU,1991,0.6088049999999999
Germany,DEU,1992,0.7118049999999999
Germany,DEU,1993,0.732755
Germany,DEU,1994,0.7934589999999999
Germany,DEU,1995,0.8628
Germany,DEU,1996,0.791187
Germany,DEU,1997,0.8374900000000001
Germany,DEU,1998,0.9265080000000001
Germany,DEU,1999,1.034455
Germany,DEU,2000,1.368251
Germany,DEU,2001,1.3668740000000001
Germany,DEU,2002,1.6047460000000002
Germany,DEU,2003,1.621043
Germany,DEU,2004,2.010252
Germany,DEU,2005,2.3058899999999998
Germany,DEU,2006,2.743272
Germany,DEU,2007,3.333484
Germany,DEU,2008,3.4307779999999997
Germany,DEU,2009,3.480239
Germany,DEU,2010,3.789152
Germany,DEU,2011,4.387986
Germany,DEU,2012,4.99946
Germany,DEU,2013,5.196642
Germany,DEU,2014,5.487443000000001
Germany,DEU,2015,6.221666
Germany,DEU,2016,6.184376
Germany,DEU,2017,6.928746
Germany,DEU,2018,7.119751
Germany,DEU,2019,7.641351
Greece,GRC,1965,0.263189
Greece,GRC,1966,0.5660259999999999
Greece,GRC,1967,0.5407029999999999
Greece,GRC,1968,0.443459
Greece,GRC,1969,0.6626810000000001
Greece,GRC,1970,0.845133
Greece,GRC,1971,0.845093
Greece,GRC,1972,0.8474210000000001
Greece,GRC,1973,0.69853
Greece,GRC,1974,0.730962
Greece,GRC,1975,0.6209479999999999
Greece,GRC,1976,0.5718690000000001
Greece,GRC,1977,0.576866
Greece,GRC,1978,0.8840140000000001
Greece,GRC,1979,1.0409380000000001
Greece,GRC,1980,0.982481
Greece,GRC,1981,0.9736520000000001
Greece,GRC,1982,1.0096640000000001
Greece,GRC,1983,0.659163
Greece,GRC,1984,0.801735
Greece,GRC,1985,0.781669
Greece,GRC,1986,0.897266
Greece,GRC,1987,0.768122
Greece,GRC,1988,0.650926
Greece,GRC,1989,0.5199450000000001
Greece,GRC,1990,0.481073
Greece,GRC,1991,0.8350839999999999
Greece,GRC,1992,0.589678
Greece,GRC,1993,0.614413
Greece,GRC,1994,0.688117
Greece,GRC,1995,0.921274
Greece,GRC,1996,1.124242
Greece,GRC,1997,0.9981770000000001
Greece,GRC,1998,0.959689
Greece,GRC,1999,1.19771
Greece,GRC,2000,1.038722
Greece,GRC,2001,0.7267440000000001
Greece,GRC,2002,0.877116
Greece,GRC,2003,1.430781
Greece,GRC,2004,1.425667
Greece,GRC,2005,1.535086
Greece,GRC,2006,1.835105
Greece,GRC,2007,1.097376
Greece,GRC,2008,1.374872
Greece,GRC,2009,1.959395
Greece,GRC,2010,2.5197179999999997
Greece,GRC,2011,1.948684
Greece,GRC,2012,2.4252420000000003
Greece,GRC,2013,3.420252
Greece,GRC,2014,2.895935
Greece,GRC,2015,3.5241080000000005
Greece,GRC,2016,3.528294
Greece,GRC,2017,3.2645120000000003
Greece,GRC,2018,3.81439
Greece,GRC,2019,3.6800520000000003
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.000273
Hong Kong,HKG,2007,0.00033600000000000004
Hong Kong,HKG,2008,0.00031
Hong Kong,HKG,2009,0.000416
Hong Kong,HKG,2010,0.034956
Hong Kong,HKG,2011,0.029424
Hong Kong,HKG,2012,0.033228
Hong Kong,HKG,2013,0.03393
Hong Kong,HKG,2014,0.037452
Hong Kong,HKG,2015,0.036204
Hong Kong,HKG,2016,0.035573
Hong Kong,HKG,2017,0.037493000000000005
Hong Kong,HKG,2018,0.033926000000000005
Hong Kong,HKG,2019,0.03712
Hungary,HUN,1965,0.020485
Hungary,HUN,1966,0.027212
Hungary,HUN,1967,0.022224
Hungary,HUN,1968,0.024026
Hungary,HUN,1969,0.025547999999999998
Hungary,HUN,1970,0.023581
Hungary,HUN,1971,0.025646000000000002
Hungary,HUN,1972,0.029307
Hungary,HUN,1973,0.026837
Hungary,HUN,1974,0.021457
Hungary,HUN,1975,0.043011
Hungary,HUN,1976,0.043329
Hungary,HUN,1977,0.03891
Hungary,HUN,1978,0.035849
Hungary,HUN,1979,0.03777900000000001
Hungary,HUN,1980,0.02893
Hungary,HUN,1981,0.043427
Hungary,HUN,1982,0.041216
Hungary,HUN,1983,0.040356
Hungary,HUN,1984,0.047356
Hungary,HUN,1985,0.040749
Hungary,HUN,1986,0.040667
Hungary,HUN,1987,0.044816
Hungary,HUN,1988,0.044988
Hungary,HUN,1989,0.042193
Hungary,HUN,1990,0.052199
Hungary,HUN,1991,0.058434
Hungary,HUN,1992,0.054703
Hungary,HUN,1993,0.054971
Hungary,HUN,1994,0.055244999999999995
Hungary,HUN,1995,0.058782
Hungary,HUN,1996,0.069095
Hungary,HUN,1997,0.07249
Hungary,HUN,1998,0.058095999999999995
Hungary,HUN,1999,0.06667300000000001
Hungary,HUN,2000,0.066041
Hungary,HUN,2001,0.06958199999999999
Hungary,HUN,2002,0.063917
Hungary,HUN,2003,0.09026600000000001
Hungary,HUN,2004,0.25052
Hungary,HUN,2005,0.49871800000000005
Hungary,HUN,2006,0.39685000000000004
Hungary,HUN,2007,0.49897500000000006
Hungary,HUN,2008,0.622688
Hungary,HUN,2009,0.762618
Hungary,HUN,2010,0.791376
Hungary,HUN,2011,0.709144
Hungary,HUN,2012,0.691251
Hungary,HUN,2013,0.72582
Hungary,HUN,2014,0.817731
Hungary,HUN,2015,0.835407
Hungary,HUN,2016,0.8400700000000001
Hungary,HUN,2017,0.894399
Hungary,HUN,2018,0.957748
Hungary,HUN,2019,1.144404
Iceland,ISL,1965,9.269394
Iceland,ISL,1966,8.887471
Iceland,ISL,1967,9.36972
Iceland,ISL,1968,9.540285
Iceland,ISL,1969,11.85375
Iceland,ISL,1970,19.403488000000003
Iceland,ISL,1971,20.821716000000002
Iceland,ISL,1972,22.807743
Iceland,ISL,1973,28.7585
Iceland,ISL,1974,29.114619
Iceland,ISL,1975,28.337778
Iceland,ISL,1976,29.905478
Iceland,ISL,1977,31.729580000000002
Iceland,ISL,1978,32.530842
Iceland,ISL,1979,35.210574
Iceland,ISL,1980,37.742135000000005
Iceland,ISL,1981,38.571856000000004
Iceland,ISL,1982,42.51395900000001
Iceland,ISL,1983,44.251613
Iceland,ISL,1984,45.457184000000005
Iceland,ISL,1985,44.009826000000004
Iceland,ISL,1986,46.153714
Iceland,ISL,1987,46.65024
Iceland,ISL,1988,48.995684000000004
Iceland,ISL,1989,49.28033
Iceland,ISL,1990,48.32912400000001
Iceland,ISL,1991,47.596129999999995
Iceland,ISL,1992,48.440926
Iceland,ISL,1993,49.802216
Iceland,ISL,1994,49.975512
Iceland,ISL,1995,51.465257
Iceland,ISL,1996,52.52523000000001
Iceland,ISL,1997,56.719392
Iceland,ISL,1998,63.315547
Iceland,ISL,1999,71.71782300000001
Iceland,ISL,2000,76.122591
Iceland,ISL,2001,78.242677
Iceland,ISL,2002,80.82560799999999
Iceland,ISL,2003,80.28357000000001
Iceland,ISL,2004,80.133741
Iceland,ISL,2005,79.09434
Iceland,ISL,2006,88.40002700000001
Iceland,ISL,2007,104.285224
Iceland,ISL,2008,139.757305
Iceland,ISL,2009,139.744261
Iceland,ISL,2010,138.983948
Iceland,ISL,2011,138.06421400000002
Iceland,ISL,2012,138.633031
Iceland,ISL,2013,141.818047
Iceland,ISL,2014,140.161738
Iceland,ISL,2015,144.078843
Iceland,ISL,2016,140.48072700000003
Iceland,ISL,2017,143.985503
Iceland,ISL,2018,146.224492
Iceland,ISL,2019,142.31436300000001
India,IND,1965,0.10667
India,IND,1966,0.109095
India,IND,1967,0.119553
India,IND,1968,0.13509200000000002
India,IND,1969,0.146793
India,IND,1970,0.152282
India,IND,1971,0.163302
India,IND,1972,0.154897
India,IND,1973,0.161158
India,IND,1974,0.15149500000000002
India,IND,1975,0.176841
India,IND,1976,0.180783
India,IND,1977,0.192776
India,IND,1978,0.23377
India,IND,1979,0.220307
India,IND,1980,0.220335
India,IND,1981,0.22941399999999998
India,IND,1982,0.189145
India,IND,1983,0.178074
India,IND,1984,0.19446000000000002
India,IND,1985,0.183494
India,IND,1986,0.182081
India,IND,1987,0.165927
India,IND,1988,0.181151
India,IND,1989,0.205799
India,IND,1990,0.211416
India,IND,1991,0.23102699999999998
India,IND,1992,0.214659
India,IND,1993,0.212898
India,IND,1994,0.237308
India,IND,1995,0.22184299999999998
India,IND,1996,0.199909
India,IND,1997,0.200339
India,IND,1998,0.234352
India,IND,1999,0.228492
India,IND,2000,0.211294
India,IND,2001,0.19590100000000002
India,IND,2002,0.182817
India,IND,2003,0.183219
India,IND,2004,0.26201
